노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
선상서로,중로1류4호선,경상북도,상주시,경상북도 상주시 남성동   233,경상북도 상주시 인평동   115-2,36.40878399,128.1616362,36.39812123,128.1746766,,3.4,,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
만산동,,경상북도,상주시,경상북도 상주시 만산동   536-4,경상북도 상주시 화산동   1160-1,36.43186597,128.1528164,36.43208015,128.1599016,,1.2,30,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
삼백로,대로3류2호선,경상북도,상주시,경상북도 상주시 남성동 229-20(대로3-1),경상북도 상주시 성동동 611-6,36.40933428,128.1513379,36.40971054,128.1634401,상주시청,2,25,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
냉림3길,중로2류2호선,경상북도,상주시,경상북도 상주시 냉림동 191-26,경상북도 상주시 냉림동   167,36.4231102,128.1595239,36.42327007,128.161816,상산초교후문,0.5,15,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
왕산로,,경상북도,상주시,경상북도 상주시 동문동 11-6,경상북도 상주시 서성동   71-1,36.4242492,128.2039923,36.41871522,128.1626576,,0.6,15,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
"상서문2길, 성동로",중로2류4호선,경상북도,상주시,경상북도 상주시 동문동 92-2,경상북도 상주시 성동동   95-1,36.4151703,128.1711344,36.41520226,128.1711478,,0.6,15,1.5,자전거보행자겸용도로,Y,경상북도 상주시청,054-537-7589,2024-11-18,5110000,경상북도 상주시
후석로326번길 L,,강원특별자치도,춘천시,강원특별자치도 춘천시 후평동 701-17,강원특별자치도 춘천시 동면 만천리 761-11,,,,,,1.3,,3,,,강원특별자치도 춘천시,033-250-4271,2024-11-29,4181000,강원특별자치도 춘천시
성심로 L,,강원특별자치도,춘천시,강원특별자치도 춘천시 한림성심병원 앞 사거리(교동 156),강원특별자치도 춘천시 강원대학교병원 앞 사거리(효자동 18),,,,,,1,,2,,,강원특별자치도 춘천시,033-250-4271,2024-11-29,4181000,강원특별자치도 춘천시
세화로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 세화리 1522-1,제주특별자치도 서귀포시 표선면 세화리 1999-1,,,,,,4,,1.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
표선관정로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선리 2052-2,제주특별자치도 서귀포시 표선면 표선리 972-2,,,,,,1.4,,2.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
표선동서로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선리 2438,제주특별자치도 서귀포시 표선면 표선리 79-3,,,,,,4,,2.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
표선중앙로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선리 307-13,제주특별자치도 서귀포시 표선면 표선리 880-2,,,,,,1.2,,3,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
해맞이해안로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 시흥리 1270-6,제주특별자치도 서귀포시 성산읍 오조리 8-3,,,,,,2.6,,3,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
환해장성로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 신산리 1154-8,제주특별자치도 서귀포시 성산읍 고성리 507-29,,,,,,9.5,,3,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
고성오조로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 1011,제주특별자치도 서귀포시 성산읍 오조리 808-1,,,,,,2,,1.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
고성동서로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 1417,제주특별자치도 서귀포시 성산읍 고성리 296-1,,,,,,1.4,,2,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
성산중앙로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 388-2,제주특별자치도 서귀포시 성산읍 성산리 298-4,,,,,,0.7,,2.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
신양로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 839-7,제주특별자치도 서귀포시 성산읍 고성리 206-13,,,,,,1.2,,2.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
성산등용로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 성산리 229-1,제주특별자치도 서귀포시 성산읍 성산리 347-9,,,,,,1.3,,3,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
시흥상동로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 시흥리 276,제주특별자치도 서귀포시 성산읍 시흥리 1207-1,,,,,,1.6,,1.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
삼달신풍로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 690-1,제주특별자치도 서귀포시 성산읍 삼달리 1152-1,,,,,,1.7,,1.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
한도로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 1314-1,제주특별자치도 서귀포시 성산읍 성산리 298-18,,,,,,2.7,,2,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
온평동로,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 온평리 1475-7,제주특별자치도 서귀포시 성산읍 온평리 554-8,,,,,,1.4,,1.5,자전거보행자겸용도로,N,제주특별자치도 서귀포시청,,2024-12-02,6520000,제주특별자치도 서귀포시
국도48-1L,국도48-1L,인천광역시,강화군,인천광역시 강화군 강화읍 국화리 190-22,인천광역시 강화군 강화읍 국화리 978,,,,,,1.2,,1.9,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
국도48-1R,국도48-1R,인천광역시,강화군,인천광역시 강화군 강화읍 국화리 188-29,인천광역시 강화군 강화읍 국화리 976,,,,,,1.2,,1.9,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-1R,광역시도70-1R,인천광역시,강화군,인천광역시 강화군 강화읍 갑곳리 226-9,인천광역시 강화군 길상면 초지리 1251-409,,,,,,13.17,,2.22,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-2R,광역시도70-2R,인천광역시,강화군,인천광역시 강화군 길상면 초지리 1251-363,인천광역시 강화군 길상면 장흥리 255-68,,,,,,2.78,,2.26,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-3L,광역시도70-3L,인천광역시,강화군,인천광역시 강화군 길상면 장흥리 산187-21,인천광역시 강화군 길상면 선두리 1078,,,,,,2.07,,1.65,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-3R,광역시도70-3R,인천광역시,강화군,인천광역시 강화군 길상면 장흥리 271-11,인천광역시 강화군 길상면 선두리 1077,,,,,,2.07,,1.9,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-4R,광역시도70-4R,인천광역시,강화군,인천광역시 강화군 길상면 선두리 1077,인천광역시 강화군 길상면 선두리 976-30,,,,,,1.4,,2.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-4L,광역시도70-4L,인천광역시,강화군,인천광역시 강화군 길상면 선두리 978-4,인천광역시 강화군 길상면 선두리 884,,,,,,1.49,,2.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-5R,광역시도70-5R,인천광역시,강화군,인천광역시 강화군 강화읍 갑곳리 1076-1,인천광역시 강화군 강화읍 대산리 181-148,,,,,,6.66,,2.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-5L,광역시도70-5L,인천광역시,강화군,인천광역시 강화군 강화읍 대산리 181-147,인천광역시 강화군 양사면 철산리 650-23,,,,,,5.3,,3,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
광역시도70-6L,광역시도70-6L,인천광역시,강화군,인천광역시 강화군 내가면 외포리 143-2,인천광역시 강화군 화도면 내리 1530,,,,,,8.84,,3.3,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
지방도84-1R,지방도84-1R,인천광역시,강화군,인천광역시 강화군 길상면 초지리 1933-1,인천광역시 강화군 길상면 온수리 606-6,,,,,,2.56,,1.8,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
지방도84-2L,지방도84-2L,인천광역시,강화군,인천광역시 강화군 선원면 냉정리 545-11,인천광역시 강화군 강화읍 남산리 281-11,,,,,,2.78,,2,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
지방도84-2R,지방도84-2R,인천광역시,강화군,인천광역시 강화군 선원면 냉정리 523-14,인천광역시 강화군 강화읍 남산리 247-2,,,,,,3.08,,2.7,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
지방도84-3L,지방도84-3L,인천광역시,강화군,인천광역시 강화군 강화읍 남산리 212-1,인천광역시 강화군 강화읍 신문리 687-112,,,,,,0.68,,1.2,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
지방도84-3R,지방도84-3R,인천광역시,강화군,인천광역시 강화군 강화읍 남산리 216,인천광역시 강화군 강화읍 신문리 7-1,,,,,,0.67,,1.2,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도1-1,군도1-1,인천광역시,강화군,인천광역시 강화군 불은면 두운리 462-12,인천광역시 강화군 양도면 길정리 341-1,,,,,,2.43,,2.2,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도2-1L,군도2-1L,인천광역시,강화군,인천광역시 강화군 선원면 냉정리 545-3,인천광역시 강화군 양도면 인산리 283-4,,,,,,7.4,,1.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도2-1R,군도2-1R,인천광역시,강화군,인천광역시 강화군 선원면 냉정리 541-1,인천광역시 강화군 양도면 인산리 269-7,,,,,,7.4,,1.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도4-2L,군도4-2L,인천광역시,강화군,인천광역시 강화군 내가면 황청리 834-1,인천광역시 강화군 내가면 구하리 806-2,,,,,,1.7,,2.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도6-1L,군도6-1L,인천광역시,강화군,인천광역시 강화군 강화읍 관청리 36,인천광역시 강화군 강화읍 월곳리 357,,,,,,2.8,,1.5,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도6-1R,군도6-1R,인천광역시,강화군,인천광역시 강화군 강화읍 옥림리 1062-1,인천광역시 강화군 강화읍 월곳리341-16,,,,,,2.8,,1.7,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도4-1L,군도4-1L,인천광역시,강화군,인천광역시 강화군 강화읍 국화리 93-1,인천광역시 강화군 강화읍 국화리 597-2,,,,,,1.59,,1.3,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도10-1L,군도10-1L,인천광역시,강화군,인천광역시 강화군 하점면 정정리 663-4,인천광역시 강화군 송해면 양오리 636-6,,,,,,4.6,,1.9,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도11-1R,군도11-1R,인천광역시,강화군,인천광역시 강화군 교동면 대룡리 465-39,인천광역시 강화군 교동면 양갑리 260-2,,,,,,2.3,,1.8,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도2-1L,군도2-1L,인천광역시,강화군,인천광역시 강화군 삼산면 매음리 639-12,인천광역시 강화군 삼산면 매음리 1066-16,,,,,,5.4,,3,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도2-2L,군도2-2L,인천광역시,강화군,인천광역시 강화군 삼산면 매음리 1066-33,인천광역시 강화군 삼산면 석포리 653,,,,,,2.9,,2.3,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도17-1R,군도17-1R,인천광역시,강화군,인천광역시 강화군 내가면 외포리 139,인천광역시 강화군 양도면 인산리 611,,,,,,4.05,,2.4,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도17-2L,군도17-2L,인천광역시,강화군,인천광역시 강화군 하점면 이강리 951-5,인천광역시 강화군 하점면 이강리 151-3,,,,,,1.75,,2.2,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
군도17-3R,군도17-3R,인천광역시,강화군,인천광역시 강화군 하점면 이강리 951-1,인천광역시 강화군 하점면 이강리 1154-3,,,,,,0.13,,2.33,자전거보행자겸용도로,,인천광역시 강화군청,,2024-11-27,3570000,인천광역시 강화군
