auser_info_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***66,섬진강자전거길,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,군포시,당정동,,애플,KT,https://m.blog.naver.com/youngs430600/221566708712,섬진강자전거길 함평고등학교 임실펜션 옥정호흙집연펜션에 두번째 방문
D***13,의암호낭만자전거길,201903**,M,2,무직,100만원 미만,아니오,          ,단독주택,경기,성남시 중원구,중동,,LG,LG U+,https://m.blog.naver.com/globetrip/221640331189,떠나자 춘천 의암호 낭만자전거길
D***98,쉐도우수자전거길,201903**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)","1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,사하구,당리동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,https://m.cafe.naver.com/bikecity/2243541,서울 쉐도우수 자전거길산자락 아파트공사 특전사옛터 더듬기 190825
D***00,남한강자전거길,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,SKT,https://m.cafe.naver.com/minivelobike/957809,만원짜리 한 장 들고 인생여행한 이야기  남한강 자전거길
D***26,사천시자전거길,201903**,M,4,기타 ,100만원 미만,아니오,          ,아파트/ 주상복합,경남,김해시,장유면,,LG,LG U+,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0OpR5&articleno=1002,사천시 자전거길옛군지역2
D***71,제주도환상자전거길,201903**,M,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경북,구미시,도량동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://m.blog.naver.com/khlim12/221595900482,다시 찾은 제주도 환상자전거길
D***10,금강자전거길,201903**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",100만원 미만,예    ,자녀 있음 ,단독주택,서울,성북구,삼선동4가,,애플,SKT,https://m.blog.naver.com/24oo/221714742817,국토종주 금강자전거길 합강공원  세종보  금강하구둑
D***09,섬진강자전거길,201903**,M,4,,,      ,          ,,경기,성남시 분당구,이매동,,,,https://blog.naver.com/kimdanjjang/221509107946,국토종주 섬진강 자전거길을 가다       너무 이뻐서 하루종일 달렸다
D***23,소양강댐자전거길,201903**,M,5,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,토당동,,삼성,SKT,https://m.blog.naver.com/hongyw/221704675340,춘천 가볼만 한 곳  춘천 소양강댐 자전거길 20191111
D***40,오천자전거길,201903**,F,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,수원시 장안구,파장동,기타 (승합차/트럭/화물차/기타 차량 등),삼성,LG U+,https://m.blog.naver.com/pvcwpc/221717108695,20191124  67  대청댐 청주 세종을 거쳐 대전으로 달렸다 오천자전거길 일부를 달리다
D***,금강자전거길,201903**,M,5,,,      ,          ,,전북,전주시 덕진구,금암2동,,,,https://blog.naver.com/biyagra54/221525519567,금강종주자전거길
D***,섬강자전거길,201903**,M,2,,,      ,          ,,울산,남구,무거동,,,,https://blog.naver.com/resonantm/221519642720,섬강 자전거길 횡성  서울
D***,북한강자전거길,201903**,F,4,,,      ,          ,,광주,광산구,광산동,,,,https://m.blog.naver.com/wncks9875/221576406850,북한강 자전거길 걷기 운길산역에서 물의 정원 물향기길 하트존조안유아숲체험원마음정원삼봉리 까지 걸었습니다물향기길 하트존 길
D***4,조종천자전거길,201903**,M,3,,,      ,          ,,광주,북구,연제동,,,,https://m.blog.naver.com/wncks9875/221636966845,청평 유원지 조종천 자전거길에 정 국수커피예요
D***8,요천자전거길,201903**,M,4,,,      ,          ,,부산,연제구,거제4동,,,,https://blog.naver.com/pvcwpc/221500048030,요천자전거길 섬진강자전거길을 달리다 그리고 동영상으로 담다 feat GoPro Hero4 Session
D***7,원주천자전거길,201903**,M,4,,,      ,          ,,서울,은평구,진관동,,,,https://m.blog.naver.com/mu0212/221558344163,원주천 자전거길
D***2,개경포자전거길,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,양산시,동면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://m.blog.naver.com/gokory/221567584470,일몰 사진 찍기 좋은 곳 개경포 자전거 길
D***0,오천자전거길,201903**,M,2,,,      ,          ,,부산,영도구,동삼동,,,,https://m.blog.naver.com/pvcwpc/221717108695,20191124  67  대청댐 청주 세종을 거쳐 대전으로 달렸다 오천자전거길 일부를 달리다
D***0,공릉천자전거길,201903**,M,4,,,      ,          ,,서울,노원구,월계동,,,,https://m.cafe.naver.com/teampaja/14922,파주자전거 파주시운정교하금릉금촌일산고양자전거동호회
D***5,낙동강자전거길,201903**,M,3,,,      ,          ,,대전,유성구,봉명동,,,,https://m.blog.naver.com/ds3nzo/221610166781,낙동강 자전거길안동구담보
D***2,4대강자전거길,201903**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,남구,용당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,KT,https://m.blog.naver.com/nogozzzlab/221651086365,4대강 자전거길 종주여주보에서 이포보까지강천보출발
D***9,섬진강자전거길,201903**,M,2,무직,100만원 미만,아니오,          ,아파트/ 주상복합,전북,군산시,미룡동,,삼성,SKT,https://m.blog.naver.com/juneyoup1/221631293246,섬진강 자전거길 종주 3박4일 3
D***6,북한강자전거길,201903**,M,3,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,개포1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://m.blog.naver.com/wncks9875/221576406850,북한강 자전거길 걷기 운길산역에서 물의 정원 물향기길 하트존조안유아숲체험원마음정원삼봉리 까지 걸었습니다물향기길 하트존 길
D***6,천안천원성천곡교천자전거길,201903**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,대구,달서구,상인1동,,애플,KT,https://blog.naver.com/2058mangi/221488044780,충남 천안아산천안천 원성천 곡교천 자전거길 라이딩  자전거 여행
D***6,영산강자전거길,201903**,M,3,,,      ,          ,,서울,광진구,구의동,,,,https://m.blog.naver.com/juneyoup1/221674643356,영산강 자전거길 종주 3박4일 4
D***6,평화누리자전거길,201903**,M,3,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,송파구,풍납동,"스포츠 (제네시스 쿠페, BMW M, 벤츠 AMG 등)",삼성,SKT,https://m.blog.naver.com/cyberbinpol/221608768149,두달세 김포 평화누리 자전거길 22km한강신도시행주대교
D***4,동해안자전거길,201903**,M,5,"관리직 (사장, 간부, 고위공무원)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,용종동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.cafe.naver.com/biketravelers/339730,자전거로 여행하는 사람들
D***4,새재자전거길,201903**,M,5,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 있음 ,단독주택,경기,성남시 분당구,구미동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",LG,LG U+,https://m.blog.naver.com/zelkobaray/221673779374,국토종주3회차 새재자전거길 완료
D***6,금강자전거길,201903**,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 동남구,원성1동,,LG,LG U+,https://m.blog.naver.com/sejong_story/221721185340,국토종주 금강자전거길 세종보  금강아트페어
D***9,한강자전거길,201903**,M,4,,,      ,          ,,경기,시흥시,대야동,,,,https://m.blog.naver.com/24oo/221661350263,따릉이 타고 한강 자전거길 100km 가보기
D***1,금강자전거길,201903**,F,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산회원구,회원동,"경차 (모닝, 스파크 등)",삼성,SKT,https://m.blog.naver.com/24oo/221714742817,국토종주 금강자전거길 합강공원  세종보  금강하구둑
D***9,장군목자전거길,201903**,F,4,,,      ,          ,,경기,안산시 상록구,부곡동,,,,https://m.blog.naver.com/osgsb/221543237526,전북 순창 섬진강변을 따라 걷기 좋은 장군목 자전거길 트레킹
D***4,홍제천자전거길,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,충북,음성군,감곡면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://m.blog.naver.com/barkdal/221593932151,홍제천 자전거길
D***6,북한강자전거길,201903**,F,3,,,      ,          ,,서울,송파구,풍납1동,,,,https://m.blog.naver.com/sunsun1890/221548725978,북한강자전거길 남양주 물의정원 양귀비 꽃도 보고 좋아요
D***5,백곡천자전거길,201903**,M,3,,,      ,          ,,울산,중구,서동,,,,https://blog.naver.com/jincheongun/221477229797,백곡천 자전거길
D***4,오산천자전거길,201903**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,검암동,,삼성,KT,https://m.blog.naver.com/madking71/221718300036,오산천 자전거 길
D***6,동해안종주자전거길,201903**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,만수5동,,삼성,SKT,https://m.blog.naver.com/cool122022/221585411101,동해안종주자전거길강원일부흐르미의 하루
D***1,낙동강자전거길,201903**,M,4,,,      ,          ,,서울,강서구,화곡1동,,,,https://m.blog.naver.com/24oo/221678071565,국토종주 낙동강 자전거길 구미보  합천창녕보 2
D***1,오천자전거길,201903**,M,4,,,      ,          ,,서울,강서구,화곡1동,,,,https://m.blog.naver.com/24oo/221699229505,국토종주 오천자전거길 행촌교차로  합강공원  대청댐
D***0,새재자전거길,201903**,M,3,,,      ,          ,,대구,달서구,본동,,,,https://m.blog.naver.com/lucialo/221570755725,19062223 새재 자전거길 2일차
D***9,대성리역자전거길,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,단독주택,전북,전주시 완산구,동서학동,"경차 (모닝, 스파크 등)",삼성,KT,https://m.blog.naver.com/collectte2/221530771749,마석역에서 대성리역 자전거길 딸랑구랑 킥보드 드라이브
D***9,제주환상자전거길,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,단독주택,전북,전주시 완산구,동서학동,"경차 (모닝, 스파크 등)",삼성,KT,https://blog.naver.com/hans3180/221507314207,제주환상자전거길 3일간의 제주자전거 여행
D***7,양재천자전거길,201903**,M,3,,,      ,          ,,서울,서초구,양재동,,,,https://m.blog.naver.com/seocho88/221621619105,양재천자전거길
D***6,남한강자전거길,201903**,F,2,,,      ,          ,,대구,달서구,성당동,,,,https://m.blog.naver.com/hans3180/221633614761,남한강 자전거길을 따라 가을마중 자전거여행
D***1,북한강자전거길,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,오피스텔,경기,의왕시,내손1동,,LG,KT,https://blog.naver.com/alstn1503/221490340522,자전거 국토종주 북한강 종주자전거길
D***3,금강자전거길,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,사하구,다대동,기타 (승합차/트럭/화물차/기타 차량 등),삼성,SKT,https://m.blog.naver.com/kgsw1340/221588141551,2019 금강 자전거길 걷기 8
D***0,양재천자전거길,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서초구,양재동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,https://m.blog.naver.com/seocho88/221621619105,양재천자전거길
D***3,낙동강자전거길,201903**,M,4,,,      ,          ,,경북,경주시,충효동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",,,https://m.blog.naver.com/vivid303/221652121496,대구근교나들이 달성보 드라이브 낙동강 자전거 종주길  국토종주 자전거길
D***2,섬진강자전거길,201903**,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,은행1동,,삼성,SKT,https://m.blog.naver.com/hsj1145/221602212602,다시찾은 섬진강 자전거길
D***5,3생수변공원자전거길,201903**,M,2,,,      ,          ,,경기,수원시 장안구,천천동,,,,https://m.cafe.naver.com/1sejongcity/710059,세종시닷컴
D***6,영산강자전거길,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,부산,동구,좌천4동,,LG,SKT,https://m.blog.naver.com/2263ljm/221710367915,영산강 자전거길
D***7,영산강자전거길,201903**,M,5,,,      ,          ,,서울,강북구,번2동,,,,https://m.blog.naver.com/juneyoup1/221667433711,영산강 자전거길 종주준비
D***5,국토종주자전거길,201903**,F,4,,,      ,          ,,경기,성남시 중원구,상대원3동,,,,https://m.blog.naver.com/fendy67/221676763853,국토종주 자전거길양평미술관이포보
D***0,낙동강자전거길,201903**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,오피스텔,서울,영등포구,여의도동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,https://m.blog.naver.com/llblessingll/221697402093,양산라이딩 평일 벙개 원동23고개  안태호  낙동강자전거길  교동면옥  소소서원
D***2,평택자전거길,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,성복동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/caflys/221654328090,평택 자전거길
D***7,북한강자전거길,201903**,M,3,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강동구,명일동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,KT,https://m.blog.naver.com/sdfrfv/221722892464,북한강 자전거길 여행
D***7,섬진강자전거길,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,정자동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://blog.naver.com/pvcwpc/221499889797,20190327  14  남원에서 구례까지 벚꽃 라이딩을 하다 요천자전거길 섬진강자전거길 종주
D***9,제주환상자전거길,201903**,F,2,,,      ,          ,,부산,부산진구,당감동,,,,https://m.blog.naver.com/sjw3613/221723246887,19112830 제주환상 자전거길 2박3일 2
