auser_ntrs_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pltc_dgnt_cont,ecnm_dgnt_cont,sct_dgnt_cont,lilhd_dgnt_cont,wrld_dgnt_cont,it_dgnt_cont,sprt_dgnt_cont,tv_etmn_dgnt_cont,main_ntrs_cd,info_obtn_site_url,info_obtn_site_subjc_nm
D***6,201903**,F,5,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,문정2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,,,사회,,,,,,경제,https://n.news.naver.com/article/011/0003549842?ntype=RANKING,윤석열 죽여버리... :: 네이버 뉴스
D***0,201903**,M,2,"관리직 (사장, 간부, 고위공무원)",200~299만원,예    ,자녀 있음 ,오피스텔,서울,강동구,강일동,,삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/028/0002448954,양조공장 숙성조... :: 네이버 뉴스
D***0,201903**,M,2,"관리직 (사장, 간부, 고위공무원)",200~299만원,예    ,자녀 있음 ,오피스텔,서울,강동구,강일동,,삼성,KT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=571520,네이버 스포츠
D***6,201903**,F,2,,,      ,          ,,광주,광산구,우산동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010742116,고성산불 도로서 ... :: 네이버 뉴스
D***3,201903**,F,2,,,      ,          ,,인천,중구,운서동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/022/0003361307?ntype=RANKING,"승리, 직접 성매... :: 네이버 뉴스"
D***2,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,대치1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,정치,,,,,,,,스포츠,https://m.news.naver.com/memoRankingRead.nhn?oid=023&aid=0003484118&sid1=100&date=2019110211&ntype=MEMORANKING,다급해진 정부 대화하자… 일본은 뒷짐지고 큰소리
D***1,201903**,M,4,,,      ,          ,,서울,서초구,양재동,,,,,,,,세계,,,,세계,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=104&oid=052&aid=0001353494,물폭탄에 떠내려간 日 방사성 폐기물...행방 오리무중
D***5,201903**,F,5,,,      ,          ,,대구,동구,용계동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/018/0004464243,[이종일의 공항24시]⑦빨라지는 공항철도…서울역~2터미널 51분
D***3,201903**,F,5,,,      ,          ,,서울,동작구,상도2동,,,,,경제,,,,,,,사회,https://n.news.naver.com/article/421/0003975375?ntype=RANKING,3기 신도시 3차 ... :: 네이버 뉴스
D***8,201903**,M,5,,,      ,          ,,전북,정읍시,수성동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010818617?ntype=RANKING,하늘도 무심하시... :: 네이버 뉴스
D***8,201903**,F,2,,,      ,          ,,경남,창원시 마산합포구,월영동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=023&aid=0003487299,[르포]빅뱅 대성 전역 하자 강남 대성 빌딩은 철거 공사中...유흥업소 흔적 지우기
D***3,201903**,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,남구,대명9동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,KT,,,,생활,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=018&aid=0004506984&sid1=&ntype=RANKING,미세먼지 : 네이버 통합검색
D***2,201903**,M,2,,,      ,          ,,경북,포항시 남구,오천읍,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=005&aid=0001237543&sid1=102&mode=LSD,"강은일, 술집서 처음 본 여성 성추행…1심 징역 6개월"
D***6,201903**,M,5,,,      ,          ,,경기,부천시 원미구,상동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=422&aid=0000390703&sid1=102&mode=LSD,박근혜 형 확정 언제?…총선 전 사면 불투명
D***3,201903**,M,4,,,      ,          ,,서울,중랑구,중화동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/basketball/news/read.nhn?oid=065&aid=0000186977,"[FIBA WC] 그리스 괴수도 넘지 못한 발칸의 왕…세르비아, 아크로폴리스 대회 우승 :: 네이버스포츠"
D***8,201903**,M,4,,,      ,          ,,서울,동작구,노량진2동,,,,,,,,,,스포츠,,경제,https://m.sports.naver.com/kbaseball/photocenter/index.nhn,"포토, 야구 : 네이버 스포츠"
D***5,201903**,M,4,,,      ,          ,,울산,중구,반구1동,,,,,,,생활,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&sid1=103&sid2=248&oid=052&aid=0001274318,[날씨] 출근길 쌀... :: 네이버 뉴스
D***5,201903**,F,3,,,      ,          ,,서울,송파구,풍납1동,,,,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=032&aid=0002961351&sid1=102&ntype=MEMORANKING,유은혜 “학종 공정성 높이겠다” ‘대입제도 개편’ 정시 확대 일축
D***0,201903**,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,부평구,십정2동,,LG,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010820338?ntype=RANKING,[SNS 세상] 경조... :: 네이버 뉴스
D***1,201903**,M,2,,,      ,          ,,경남,사천시,동금동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000210854,처음으로 혼났어요 LG 정우영 가을야구 전 예방접종 맞은 사연 :: 네이버스포츠
D***7,201903**,M,4,,,      ,          ,,강원,춘천시,동내면,,,,정치,,,,,,,,사회,https://n.news.naver.com/article/081/0002988962,강원도 산불 비상... :: 네이버 뉴스
D***6,201903**,F,2,,,      ,          ,,강원,홍천군,서면,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/020/0003227617,[르포] 염전 갈아... :: 네이버 뉴스
D***8,201903**,F,2,,,      ,          ,,전북,전주시 완산구,효자동1가,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/video.nhn?id=581487,네이버 스포츠
D***5,201903**,M,3,,,      ,          ,,인천,서구,경서동,,,,,경제,,,,,,,사회,https://n.news.naver.com/article/055/0000729790,강남까지 30분 ... :: 네이버 뉴스
D***8,201903**,M,2,,,      ,          ,,서울,은평구,증산동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/052/0001277772,"[단독] 황하나, ... :: 네이버 뉴스"
D***5,201903**,M,3,,,      ,          ,,서울,강남구,논현1동,,,,,,,,세계,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=104&oid=052&aid=0001340482,"폼페이오 北, 협상복귀 않으면 트럼프 실망"
D***4,201903**,M,3,,,      ,          ,,경기,광명시,철산3동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=025&aid=0002940024&sid1=102&mode=LSD,"경찰 고유정, 의붓아들·전남편 살해방법 똑같다···연쇄살인 잠정 결론"
D***6,201903**,M,5,,,      ,          ,,인천,남동구,만수1동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=008&aid=0004278521&sid1=102&mode=LSD,멀쩡하던 냉장고에 불이… 노후 김치냉장고 주의보
D***1,201903**,M,2,,,      ,          ,,경기,고양시 일산서구,주엽2동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001216525?ntype=RANKING,“강지환이랑 술 ... :: 네이버 뉴스
D***5,201903**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,경기,광명시,광명7동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004545398,"철인3종 경기 중 실종 30대, 한강서 숨진채 발견"
D***6,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=595039,네이버 스포츠
D***5,201903**,F,3,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,수성구,범어4동,,삼성,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=413&aid=0000088665,"8분 뛰고 퇴장 모라타, 터널서 분노 폭발 살바가 뭐라한 줄 아나! :: 네이버스포츠"
D***1,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,불광1동,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002918864?ntype=RANKING,시아버지에 머리... :: 네이버 뉴스
D***5,201903**,M,3,,,      ,          ,,충남,금산군,제원면,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=117&aid=0003253695,"쿠어스필드 부담 류현진, 신인 포수와 호흡 변수까지 :: 네이버스포츠"
D***9,201903**,F,2,기타 ,500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,부곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/003/0009213731,진도서 만취 20대... :: 네이버 뉴스
D***5,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,강동구,둔촌동,,삼성,KT,,,,,,,스포츠,,사회,https://m.sports.naver.com/wfootball/news/read.nhn?oid=139&aid=0002116853,"몸값 2116억 마네의 겸손, 최고급 차 대신 현재 삶만으로 감사 :: 네이버스포츠"
D***7,201903**,M,4,,,      ,          ,,경기,용인시 수지구,풍덕천1동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=20190903WOOB02019&tab=preview,키움 vs 두산 : 네이버 스포츠
D***6,201903**,F,5,"주부 (전업주부, 파트타임 근무 주부)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,오륜동,,삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0011118627,태풍 미탁으로 1명 사망·3명 부상…이재민 30명 발생(종합)
D***4,201903**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,용봉동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/421/0004072519,춘천 약사리 도로... :: 네이버 뉴스
D***5,201903**,F,4,,,      ,          ,,경기,용인시 수지구,풍덕천2동,,,,,,,,,IT,,,스포츠,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=030&aid=0002845132,이변의 인수전 웅진코웨이 매각 본입찰에 넷마블 참여
D***6,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,산곡4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,,,생활,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=346&aid=0000028517&ntype=RANKING&rc=N,정다은 남성호르몬 주사 맞아… 여성에게 男 호르몬 많아지면 어떤 변화가?
D***3,201903**,F,5,,,      ,          ,,서울,동작구,사당1동,,,,,,,,세계,,,,사회,https://n.news.naver.com/article/056/0010718413,[지금 세계는] 가... :: 네이버 뉴스
D***7,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,운양동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,,,,,,,스포츠,,경제,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=144&aid=0000615613,"‘23G 만의 홈런’ 호잉, 터닝포인트 만들까 :: 네이버스포츠"
D***2,201903**,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,은행1동,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002944611,"[속보] 경찰 설리, 성남 자택서 사망…매니저가 발견"
D***6,201903**,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,내유동,,LG,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001213731,“생계비 왜 안돼... :: 네이버 뉴스
D***6,201903**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,동구,인동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,,,,,스포츠,,스포츠,"https://m.sports.naver.com/comment/list.nhn?objectId=news109,0004079383&sort=LIKE",조용히 보고 가려고 했는데 장재영 아버지의 아들사랑 :: 네이버스포츠
D***4,201903**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,안산시 단원구,선부2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,,,,,,TV연예,TV연예,https://m.entertain.naver.com/movie,영화 :: 네이버 TV연예
D***3,201903**,F,5,,,      ,          ,,경기,고양시 일산동구,마두1동,,,,,,사회,,,,,,정치,https://m.news.naver.com/memoRankingRead.nhn?oid=025&aid=0002898472&sid1=102&date=2019041022&ntype=MEMORANKING,도망간 것 아니... :: 네이버 뉴스
D***0,201903**,M,2,,,      ,          ,,대전,중구,금동,,,,,,,생활,,,,,TV연예,https://n.news.naver.com/article/020/0003228360,염상섭이 막장 소... :: 네이버 뉴스
D***5,201903**,M,2,,,      ,          ,,대전,동구,가오동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0001344604&oid=057&sid1=102,"검찰, 박근혜 디... :: 네이버 뉴스"
D***8,201903**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,오피스텔,서울,영등포구,여의도동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/011/0003580903?ntype=RANKING,아프리카BJ 앞세... :: 네이버 뉴스
D***5,201903**,M,4,무직,300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,고양시 일산동구,풍동,"대형차 (제너시스, BMW5급 등)",삼성,SKT,,,,,,,,TV연예,스포츠,https://m.entertain.naver.com/tvBrand/8743188/broadcastInfo/castCard#10183553,TV [동백꽃 필 무렵] - 방송정보 :: 네이버 TV연예
D***9,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,서울,강남구,대치1동,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010747624,[강원산불] 놀랐... :: 네이버 뉴스
D***9,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,서울,강남구,대치1동,,삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=512017,네이버 스포츠
D***2,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,강릉시,입암동,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=398&aid=0000027108,"前 밀워키 감독 제이슨 키드, 레이커스 코치로 합류 :: 네이버스포츠"
D***6,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,마포구,성산1동,,애플,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=009&aid=0004464604,서울 서초동 상가 지하서 화재로 13명 부상…사망자는 없어
D***4,201903**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,죽림동,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0003973756,태백 장성광업소 ... :: 네이버 뉴스
D***0,201903**,F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,창2동,,LG,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/020/0003212278,이외수와 졸혼 전... :: 네이버 뉴스
D***8,201903**,M,3,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강동구,명일동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002903744?ntype=RANKING,2년전 박유천 다... :: 네이버 뉴스
D***9,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,서울,용산구,서빙고동,"대형차 (제너시스, BMW5급 등)",삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/214/0000944863,[이슈톡] 며늘아... :: 네이버 뉴스
D***2,201903**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,아니오,          ,아파트/ 주상복합,경기,양주시,덕계동,,LG,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/011/0003581000?ntype=RANKING,[종합]왜 하필 ... :: 네이버 뉴스
D***4,201903**,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,오피스텔,서울,구로구,구로3동,,LG,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003650857,‘승무원 성추행’ 몽골 헌재소장···벌금 700만원 약식기소
D***6,201903**,F,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,구월3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0000169115&oid=449&sid1=102,[단독]로버트 할... :: 네이버 뉴스
D***6,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,화정2동,,삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/worldbaseball/gamecenter/mlb/index.nhn?gameId=20190804SDLA0,샌디에이고 vs LA 다저스 : 네이버 스포츠
